1429,36.561714,136.665588,駐車場・駐輪場,兼六坂パーキング,収容台数：100台,920-0933,金沢市東兼六町2-37,076-222-1600,午前8時30分〜午後5時30分迄,,"30分：250円（買物利用1,000円毎30分無料、レストラン利用2時間30分無料）
(大型バス)最初90分1,600円以降30分200円","大型バス14台対応
（台数は普通自動車の入庫状況により異なります）",http://www.kenrokuen.jp/
1430,36.557697,136.665008,駐車場・駐輪場,石川県石引駐車場,収容台数：370台,920-0935,金沢市石引4-454,076-223-2285,"24時間
（マイクロバスは午前7時〜午後8時迄（ホール開催時は延長営業））",,"最初1時間まで30分毎100円、以降1時間毎100円
（マイクロバスは最初60分1,130円、以降 60分100円）","マイクロバス3台対応
【お問合せ時間帯】7:30〜20:00(イベント等の場合、延長有)",
1432,36.558593,136.658952,駐車場・駐輪場,金沢歌劇座有料駐車場,"収容台数：76台
",920-0993,金沢市下本多町六番丁27,076-220-2501,24時間,,"最初60分250円以降30分150円 午後10時〜午前8時：1,000円",,http://www.kagekiza.gr.jp/
1433,36.560954,136.657267,駐車場・駐輪場,金沢市役所・美術館駐車場,収容台数：319台,920-0962,金沢市広坂1-1-1,076-220-2830,午前8時30分〜午後11時迄,,"最初30分350円、以降30分150円
午後11時〜午前8時30分:1,000円",宿泊時間帯は入出庫不可,http://www.kanazawa21.jp/
1434,36.564272,136.65473,駐車場・駐輪場,香林坊地下駐車場,収容台数：863台,920-0961,金沢市香林坊2-1-1,076-220-1430,"24時間（東急側）
午前7時30分〜午後10時30分迄（アトリオ側）",,30分毎200円,,
1435,36.558446,136.653684,駐車場・駐輪場,タテマチパーキング,収容台数：205台,920-0997,金沢市竪町94-1,076-232-0993,24時間,,平日60分200円以降30分100円、土日祝60分400円以降30分100円,,http://www.tatemachi.com/
1436,36.56076,136.650739,駐車場・駐輪場,大和グリーンパーキング,"収容台数：250台
電話番号：
076-220-1611（午前10時30分〜午後4時30分）
076-210-4715（午後4時30分〜翌朝10時30分）",920-0981,金沢市片町2-25-17,076-220-1611,24時間,,"最初60分400円、以降30分200円
（午前10時〜午後4時 最大800円）",,
1437,36.56054,136.651377,駐車場・駐輪場,北パーキング,収容台数：85台,920-0981,金沢市片町2-93,076-261-7178,24時間,,60分300円　24時間2400円,,http://www.spacelan.ne.jp/~kitamarou/
1438,36.558507,136.65311,駐車場・駐輪場,片町商店街駐車場,収容台数：32台,920-0985,金沢市池田町3番丁42-1,076-232-0630,24時間,,"平日60分200円
土・日・祝日60分400円",,http://www.e-katamachi.com/
1439,36.558696,136.65341,駐車場・駐輪場,OVALパーキング,収容台数：270台,920-0997,金沢市竪町86-1,076-220-8888,24時間,,60分400円,,http://www.oval-tatemachi.com/
1440,36.557087,136.648079,駐車場・駐輪場,にし茶屋観光駐車場,"収容台数：普通自動車13台、バス2台
※右折での入場はできません。",921-8031,金沢市野町2-25-1,076-280-1430,午前9時?午後10時,無休,"【普通自動車】最初60分300円 以降30分100円
【バス】最初90分1,900円（※同日に市営観光駐車場を利用した場合1,500円） 以降60分500円",右折での入場はできません。,
1441,36.563104,136.64958,駐車場・駐輪場,長町観光駐車場,収容台数：普通自動車20台、バス5台,920-0865,金沢市長町2-2-45,076-220-2244,午前7時30分〜午後9時,無休,"【普通自動車】最初60分300円以降30分100円
【バス】最初90分1,900円（※同日に市営観光駐車場を利用した場合1,500円）以降60分500円
【バス（宿泊）】午後8時〜翌日午前8時まで2,000円 
※上記以外の時間帯の駐車は、日帰りバスの料金を加算
※前日午後6時までにFAXで予約（076-220-2244）",,
1442,36.570363,136.657602,駐車場・駐輪場,近江町観光バス駐車場,収容台数：バス4台,920-0906,金沢市十間町9-3,076-234-3120,午前9〜午後5時,年始,"【バス】最初90分1,900円（※同日に市営観光駐車場を利用した場合1,500円）以降60分500円",,
1443,36.573291,136.664824,駐車場・駐輪場,東山観光バス駐車場,"収容台数：バス5台
※右折での入場はできません。",920-0831,金沢市東山3-3-38,076-251-7501,午前9〜午後6時,無休,"【バス】最初90分1,900円（※同日に市営観光駐車場を利用した場合1,500円）以降60分500円",右折での入場はできません。,
1444,36.573799,136.665524,駐車場・駐輪場,東山北観光駐車場,"収容台数：普通自動車7台、バス4台
※右折での入場はできません。",920-0831,金沢市東山3-4-1,076-251-8158,午前9〜午後6時,無休,"【普通自動車】最初60分300円以降30分100円
【バス】最初90分1,900円（※同日に市営観光駐車場を利用した場合1,500円）以降60分500円",右折での入場はできません。,
1445,36.573087,136.665389,駐車場・駐輪場,東山観光駐車場,"収容台数：普通自動車15台
※右折での入場はできません。",920-0831,金沢市東山1-3-3,,午前７時〜午後10時（時間外宿泊可）,無休,【普通自動車】最初60分300円以降30分100円、時間外宿泊（午後10時〜翌朝午前７時）800円,右折での入場はできません。,
1446,36.571628,136.665982,駐車場・駐輪場,東山河畔観光駐車場,収容台数：普通自動車14台,920-0831,金沢市東山1-545-1,,午前7時?午後10時(時間外宿泊可),無休,【普通自動車】最初60分300円以降30分100円、時間外宿泊（午後10時〜翌朝午前７時）800円,,
1447,36.634119,136.71126,駐車場・駐輪場,二日市自転車駐輪場,駐輪可能台数（自転車30台),920-0107,〒920-0107 石川県金沢市二日市町ヘ 県道215号線,,終日,,無料,,
1448,36.612453,136.690124,駐車場・駐輪場,森本駅東第１自転車駐車場,駐輪可能台数（自転車308台、原付4台、バイク可(125cc以下））,920-3115,〒939-1600 石川県金沢市弥勒町,076-258-0185,6:00〜22:00,,無料,,
1449,36.611618,136.68955,駐車場・駐輪場,森本駅東第２自転車駐車場,駐輪可能台数（自転車24台、原付8台）,920-3115,金沢市弥勒町,,終日,,無料,,
1450,36.611984,136.688971,駐車場・駐輪場,森本駅西自転車駐車場,駐輪可能台数（自転車285台、原付15台、バイク可）,920-3115,金沢市弥勒町,,終日,,無料,,
1451,36.607265,136.685419,駐車場・駐輪場,百坂自転車駐輪場,駐輪可能台数（自転車20台）,920-3131,金沢市百坂町,,終日,,無料,,
1452,36.601361,136.682035,駐車場・駐輪場,柳橋駐輪場,駐輪可能台数（自転車20台）,920-3133,金沢市柳橋町,,終日,,無料,,
1453,36.597872,136.680338,駐車場・駐輪場,神谷内自転車駐輪場１,駐輪可能台数（自転車8台）,920-0801,〒920-0801 石川県金沢市神谷内町ニ 国道359号線,,終日,,無料,,
1454,36.597874,136.680008,駐車場・駐輪場,神谷内自転車駐輪場２,駐輪可能台数（自転車8台）,920-0801,〒920-0801 石川県金沢市神谷内町ニ 国道359号線,,終日,,無料,,
1455,36.619132,136.667087,駐車場・駐輪場,木越団地自転車駐車場,駐輪可能台数（自転車9台、原付3台）,920-0202,〒920-0000 石川県金沢市木越 県道201号線,,終日,,無料,,
1456,36.601089,136.594219,駐車場・駐輪場,金石バス停前自転車駐車場,駐輪可能台数（自転車181台、原付10台）,920-0337,金沢市金石西,,終日,,無料,,
1457,36.602649,136.648414,駐車場・駐輪場,割出駅前自転車駐車場,駐輪可能台数（自転車36台）,920-0014,金沢市諸江町ワ74-3,,終日,,無料,,
1458,36.625723,136.643156,駐車場・駐輪場,蚊爪駅前自転車駐車場,駐輪可能台数（自転車30台）,920-0208,金沢市蚊爪町,,終日,,無料,,
1459,36.592919,136.669572,駐車場・駐輪場,東金沢駅東自転車駐車場,駐輪可能台数（自転車820台、原付20台、バイク可(125cc以下））,920-0802,金沢市三池町208-3,076-251-7119,6:00〜22:00,,無料,,
1460,36.593928,136.669772,駐車場・駐輪場,東金沢駅西自転車駐車場,駐輪可能台数（自転車195台、原付10台、バイク可）,920-0802,金沢市三池栄町1,,終日,,無料,,
1462,36.587294,136.675589,駐車場・駐輪場,鳴和バス停前自転車駐車場,駐輪可能台数（自転車55台、原付5台）,920-0818,石川県金沢市大樋町47-1,,終日,,無料,,
1463,36.576044,136.647888,駐車場・駐輪場,金沢駅東自転車駐車場,駐輪可能台数（自転車50台）,920-0856,金沢市昭和町,,終日,,無料,,
1464,36.578781,136.645622,駐車場・駐輪場,金沢駅西暫定自転車駐車場,駐輪可能台数（自転車130台、原付30台、バイク可）,920-0031,金沢市広岡１-116-1,,終日,,無料,,
1465,36.579485,136.648431,駐車場・駐輪場,金沢駅第１自転車駐車場,駐輪可能台数（自転車598台、原付122台）,920-0858,金沢市木ノ新保町43,076-232-2388,5:30〜24:00,,無料,,
1466,36.577584,136.64703,駐車場・駐輪場,金沢駅第２自転車駐車場,駐輪可能台数（自転車612台）,920-0031,金沢市北安江ト130-2,076-232-2166,6:00〜22:00,,無料,,
1467,36.577484,136.647614,駐車場・駐輪場,金沢駅第３自転車駐車場,駐輪可能台数（自転車646台、原付30台）,920-0031,金沢市昭和町,076-224-3016,6:00〜22:00,,無料,,
1468,36.575034,136.645648,駐車場・駐輪場,金沢駅原付バイク駐車場,駐輪可能台数（原付57台、バイク可）,920-0033,金沢市日吉町,,6:00〜22:00,,無料,,
1469,36.576314,136.649859,駐車場・駐輪場,本町２丁目自転車駐車場,駐輪可能台数（自転車320台）,920-0853,金沢市本町２丁目,,終日,,無料,,
1470,36.577189,136.651285,駐車場・駐輪場,此花町自転車駐車場,駐輪可能台数（自転車25台、原付3台、バイク可）,920-0852,金沢市此花町210,,終日,,無料,,
1471,36.573332,136.65415,駐車場・駐輪場,武蔵自転車駐車場,駐輪可能台数（自転車136台、原付10台、バイク可）,920-0855,金沢市武蔵町424-1,,終日,,無料,,
1472,36.573679,136.655733,駐車場・駐輪場,表参道自転車駐車場,駐輪可能台数（自転車30台、原付10台）,920-0854,金沢市安江町122-3,,終日,,無料,,
1473,36.570702,136.65694,駐車場・駐輪場,十間町自転車駐車場,駐輪可能台数（自転車160台、原付17台、バイク可）,920-0906,金沢市十間町39,,終日,,無料,,
1474,36.571986,136.665298,駐車場・駐輪場,東山観光駐輪場,駐輪可能台数（自転車15台）,920-0831,金沢市東山1丁目,,終日,,無料,,
1475,36.565142,136.664928,駐車場・駐輪場,兼六園下暫定自転車駐車場,駐輪可能台数（自転車83台、原付20台、バイク可）,920-0932,金沢市小将町21,,終日,,無料,,
1476,36.562699,136.649811,駐車場・駐輪場,長町観光駐輪場,駐輪可能台数（自転車15台）,920-0865,金沢市長町２丁目,,終日,,無料,,
1477,36.562449,136.654789,駐車場・駐輪場,香林坊地下自転車駐車場,駐輪可能台数（自転車607台、原付50台）,920-0961,金沢市香林坊1-24,,6:00〜22:30,,無料,,
1478,36.562147,136.652508,駐車場・駐輪場,香林坊自転車駐車場,駐輪可能台数（自転車80台、原付10台）,920-0981,金沢市片町2丁目269-2,,終日,,無料,,
1479,36.561632,136.654438,駐車場・駐輪場,柿木畠自転車駐車場,駐輪可能台数（自転車170台、原付30台）,920-0981,金沢市片町１丁目,076-261-6899,終日,,無料,,
1480,36.559701,136.650798,駐車場・駐輪場,片町広場自転車駐車場,駐輪可能台数（自転車40台、原付20台）,920-0981,金沢市片町2-573,076-262-7378,終日,,無料,,
1481,36.557972,136.655065,駐車場・駐輪場,竪町自転車駐車場,駐輪可能台数（自転車12台、原付3台）,920-0997,金沢市竪町114-1,,終日,,無料,,
1482,36.553724,136.644551,駐車場・駐輪場,野町駅前自転車駐車場,駐輪可能台数（自転車50台）,921-8031,金沢市野町5-59-1,,終日,,無料,,
1483,36.55696,136.647963,駐車場・駐輪場,にし茶屋観光駐輪場,駐輪可能台数（自転車15台、バイク可）,921-8031,金沢市野町2丁目,,終日,,無料,,
1484,36.513974,136.694826,駐車場・駐輪場,東部営業所駐輪場,駐輪可能台数（自転車15台）,920-0833,金沢市末町,,終日,,無料,,
1485,36.551125,136.645103,駐車場・駐輪場,弥生駐輪場,駐輪可能台数（自転車30台）,921-8036,金沢市弥生1丁目,,終日,,無料,,
1486,36.544529,136.641614,駐車場・駐輪場,弥生自転車駐輪場,駐輪可能台数（自転車15台）,921-8036,金沢市弥生2丁目,,終日,,無料,,
1487,36.5442,136.640938,駐車場・駐輪場,有松自転車駐輪場,駐輪可能台数（自転車18台）,921-8161,金沢市有松2丁目,,終日,,無料,,
1488,36.568606,136.590056,駐車場・駐輪場,みどり１丁目バス停前自転車駐車場,駐輪可能台数（自転車17台）,920-0373,金沢市みどり1-218,,終日,,無料,,
1489,36.554096,136.597513,駐車場・駐輪場,矢木１丁目自転車駐車場,駐輪可能台数（自転車18台）,921-8066,金沢市矢木1-102,,終日,,無料,,
1490,36.552388,136.621041,駐車場・駐輪場,西金沢駅東自転車駐車場,駐輪可能台数（自転車775台、原付45台、バイク可(125cc以下））,921-8054,金沢市西金沢1-14,076-245-4380,5:30〜24:00,,無料,,
1491,36.553202,136.620537,駐車場・駐輪場,西金沢駅西自転車駐車場,駐輪可能台数（自転車189台、原付11台、バイク可）,921-8054,金沢市西金沢2-183,,終日,,無料,,
1492,36.522934,136.620717,駐車場・駐輪場,馬替駅前自転車駐車場,駐輪可能台数（自転車35台、原付5台）,921-8141,金沢市馬替2-91,,終日,,無料,,
1493,36.518164,136.618847,駐車場・駐輪場,額住宅駅前自転車駐車場,駐輪可能台数（自転車100台）,921-8149,金沢市額新町,,終日,,無料,,
1494,36.515326,136.626859,駐車場・駐輪場,光が丘２丁目自転車駐車場,駐輪可能台数（自転車50台）,921-8142,金沢市光が丘２丁目５９,,終日,,無料,,
1495,36.511808,136.617684,駐車場・駐輪場,乙丸駅前自転車駐車場,駐輪可能台数（自転車150台）,921-8146,金沢市額乙丸町,,終日,,無料,,
1496,36.503574,136.621154,駐車場・駐輪場,四十万バス停前自転車駐車場,駐輪可能台数（自転車42台）,921-8133,金沢市四十万町北カ１２６,,終日,,無料,,
1497,36.60693,136.639774,駐車場・駐輪場,金沢市自転車等保管庫,"路上放置や駐輪場内での長期駐輪により撤去された
自転車・原動機付自転車を保管する場所",920-0061,金沢市問屋町２丁目９５,076-238-3188,"(受付)
 10:00〜
      19:00",日・祝日,"(返還手数料)
自転車：1,500円
原付：3,000円
バイク：4,500円",,
2043,36.579088,136.647128,駐車場・駐輪場,金沢駅西広場地下自転車駐車場,駐輪可能台数（自転車246台),920-0031,金沢市広岡１丁目,,6:00〜22:00,,無料,,
2044,36.552562,136.593203,駐車場・駐輪場,上荒屋バス停前自転車駐車場,駐輪可能台数（自転車31台),921-8065,金沢市上荒屋４丁目,,終日,,無料,,
2045,36.593457,136.607834,駐車場・駐輪場,観音堂バス停前自転車駐車場,駐輪可能台数（自転車33台）,920-0342,金沢市畝田西１丁目,,終日,,無料,,
2047,36.57949,136.647391,駐車場・駐輪場,金沢駅西広場団体バス乗降場,収容台数：11台,920-0031,金沢市広岡1-6-1,076-223-7055,24時間,,"1時間毎1,230円　
ただし30分までは無料",,
2340,36.611721,136.64575,駐車場・駐輪場,三ツ屋駅前自転車駐車場,駐輪可能台数（自転車16台）,920-0214,金沢市三ツ屋町ハ５７番地先,,終日,,無料,,
2341,36.532304,136.647145,駐車場・駐輪場,円光寺バス停前自転車駐車場,駐輪可能台数（自転車16台）,921-8173,金沢市円光寺2丁目121番地先,,終日,,無料,,
2343,36.558962,136.654127,駐車場・駐輪場,竪町第２暫定自転車駐車場,駐輪可能台数（自転車40台）,920-0033,日本、〒920-0997 金沢市竪町８６?１ ,,終日,,無料,,
3495,36.553918,136.690363,駐車場・駐輪場,若松バス停前自転車駐車場,駐輪可能台数（自転車１３台、原付３台）,920-1167,金沢市もりの里1−143先,,終日,,無料,,
